0,-8.059223743964978,1
2,-7.77906826033533,1
3,-8.218067768784838,1
5,-8.166924359066165,1
8,-8.10769920947483,1
16,-7.937168120494593,1
26,-7.8862114500523965,1
35,-8.135803412333537,1
39,-8.147694330088086,1
48,-8.177127095189126,1
51,-7.925646527639119,1
53,-8.265633656958823,1
61,-8.230562643346367,1
62,-7.86181651767771,1
67,-8.102018220031534,1
75,-8.14640911559453,1
79,-7.814990656455235,1
81,-7.912120567722919,1
97,-8.10214104501967,1
110,-8.043246748089254,1
121,-8.117033266561497,1
124,-8.214672826338267,1
125,-8.139288716087885,1
141,-8.242684823722536,1
143,-7.952267253614272,1
144,-8.221373758932046,1
151,-8.02959160341245,1
152,-8.252515389536912,1
159,-8.16910137637911,1
170,-8.17395779236087,1
177,-8.25637735527912,1
187,-8.063717848006176,1
188,-7.863807698397722,1
192,-8.022353252062217,1
193,-8.14565287274096,1
196,-8.220919391950833,1
203,-8.151043375697938,1
210,-8.253199045165431,1
211,-8.256095659287462,1
227,-7.698312480457758,1
228,-8.151043375697938,1
251,-7.088342831290508,1
255,-8.153600025018223,1
259,-8.237812261598737,1
277,-8.127003176025779,1
282,-8.14025130065471,1
284,-8.08660000013194,1
285,-8.11064176676461,1
286,-8.070605253077671,1
291,-8.248561831576495,1
295,-8.095916852347944,1
300,-7.948882957218639,1
301,-8.064955073976014,1
303,-7.919770564277241,1
307,-8.26801889919838,1
329,-8.15190071025888,1
337,-8.273723187600007,1
347,-7.677484860869428,1
354,-8.07793245998329,1
355,-8.15834020097163,1
366,-8.114818705755916,1
377,-8.1244359246768,1
379,-8.003933757774718,1
398,-8.076881638858133,1
399,-8.047821101444255,1
400,-8.034286872709602,1
413,-8.1294260816259,1
415,-7.614086670744073,1
419,-7.507901333778614,1
420,-7.26783838576884,1
432,-8.219827496629714,1
437,-8.08749583828797,1
454,-8.202387924599625,1
460,-8.177774664726345,1
489,-8.19913060675774,1
492,-8.038358525255989,1
497,-8.14749055530713,1
499,-8.157198446049795,1
510,-7.801997377365269,1
514,-8.214248462082317,1
520,-7.971030458231396,1
521,-7.8241429745206865,1
523,-8.036743778771505,1
533,-8.271836839784749,1
576,-8.000402899285735,1
577,-8.200079938614873,1
584,-8.104538848054545,1
591,-7.747853950543977,1
593,-7.914778169246555,1
595,-7.907642546461311,1
605,-7.948350214235624,1
608,-8.272425877247626,1
619,-7.536339677355304,1
620,-8.26653418696049,1
632,-8.151565614269208,1
640,-7.984650446811788,1
646,-8.056112222628077,1
657,-7.53750532820882,1
672,-8.181786917991326,1
691,-8.056112222628077,1
