2.941000000000000000e+03,1.432341454227548105e-02,1.711927376580772361e-02,1.780972072267850842e-02,1.248276972651049185e-02,1.171252025148304156e-02,1.306385699148528666e-02,9.603403809399181298e-03,9.989020925802618092e-03,1.379289414593951393e-02,1.481090716805470546e-02,1.305811361529894167e-02,1.089905759900227332e-02,1.417615049352603795e-02,1.244968225271326362e-02,1.415127773362817414e-02,1.048314168575005534e-02,1.274374532974212847e-02,1.113295381408243093e-02,1.404307036622430213e-02,1.273431875315797317e-02,1.338423050016466706e-02,7.908414949256380860e-03,1.151366288794482100e-02,1.174315429041667552e-02,1.150377534744827582e-02,1.022377022912595960e-02,1.158612117658052755e-02,1.217257969284036255e-02,1.264730627758416451e-02,1.588849750311509615e-02,9.132146704302396625e-03,1.406730790027256768e-02,1.118709273027814963e-02,1.126181547807334447e-02,1.614849370233839912e-02,1.826749493979993796e-02,1.258897349571564371e-02,1.372617042941410258e-02,1.255567146052877572e-02,9.242266278202133922e-03,1.035809671879415160e-02,1.699731153905469083e-02,1.506609116045783819e-02,1.107984645609400888e-02,1.525508919973189194e-02,1.194354994616502255e-02,1.029528832967419386e-02,1.148991995722991460e-02,1.139742006278049967e-02,1.467500439599442666e-02,1.420037922401779645e-02,1.485192796652994376e-02,1.899846973559692412e-02,1.347438844699105041e-02,9.783310400873565169e-03,1.434993664982227822e-02,1.282486134179966139e-02,1.580009199480179871e-02,1.311745344360214921e-02,1.322633665765009757e-02,1.307452158544434792e-02,1.172556970452347941e-02,7.939517618461863421e-03,1.439752831584189749e-02,1.406127143409321122e-02,1.335730176873065403e-02,1.249428069936656116e-02,9.699983483521882818e-03,1.054427350404556207e-02,1.069429793857964300e-02,1.438563942032984079e-02,1.619666272204827243e-02,1.064148214195144611e-02,1.509256194747608977e-02,1.049336242362861049e-02,1.304222320380978885e-02,1.339537132260809442e-02,1.225113747191222333e-02
2.942000000000000000e+03,1.432340659079288370e-02,1.711928825463989237e-02,1.780969991479145267e-02,1.248279559222783587e-02,1.171256306767867739e-02,1.306384944228964652e-02,9.603382380346817127e-03,9.989020850422726527e-03,1.379289412426812356e-02,1.481093006881469519e-02,1.305812431310705672e-02,1.089906447184976236e-02,1.417617219531123671e-02,1.244965793867594192e-02,1.415128743374798569e-02,1.048314362316129893e-02,1.274376395933609490e-02,1.113293810501288054e-02,1.404309247217555741e-02,1.273429574762007140e-02,1.338423221150493968e-02,7.908436433353814229e-03,1.151366894416122090e-02,1.174315938936029875e-02,1.150379293273838532e-02,1.022378985182070821e-02,1.158613191134764617e-02,1.217257081455213989e-02,1.264733289869728397e-02,1.588845357578252959e-02,9.132146025109900978e-03,1.406728207604777264e-02,1.118707608673671049e-02,1.126181393147161411e-02,1.614850268442307585e-02,1.826742266144867899e-02,1.258895541048270922e-02,1.372615482523214039e-02,1.255563485281168713e-02,9.242309593580421562e-03,1.035808781862016491e-02,1.699730066824544153e-02,1.506610741116320810e-02,1.107983153589247455e-02,1.525510767266399087e-02,1.194352447077927371e-02,1.029530921656334093e-02,1.148995281184073472e-02,1.139742506898971074e-02,1.467498537922630117e-02,1.420032483128577487e-02,1.485194760880905601e-02,1.899842948128551909e-02,1.347438975024892530e-02,9.783288392850406079e-03,1.434997950089975972e-02,1.282487687821928270e-02,1.580007297863891130e-02,1.311744164504155021e-02,1.322637248886709797e-02,1.307454505941818730e-02,1.172559034012410177e-02,7.939480050127518951e-03,1.439756023264005674e-02,1.406128142666272784e-02,1.335728797551400532e-02,1.249431627735121328e-02,9.699978825854048067e-03,1.054429531701346449e-02,1.069427919957689072e-02,1.438560522827104018e-02,1.619668900359870836e-02,1.064150659498700434e-02,1.509254415886516175e-02,1.049335648093586287e-02,1.304222815344148988e-02,1.339534033255007119e-02,1.225112207600301262e-02
2.943000000000000000e+03,1.432341023267975737e-02,1.711928166262323067e-02,1.780970935724672521e-02,1.248278381939482706e-02,1.171254354836411340e-02,1.306385284442614786e-02,9.603392159232265052e-03,9.989020839623120526e-03,1.379289407143011355e-02,1.481091960607131344e-02,1.305811947363405730e-02,1.089906132818460258e-02,1.417616226893055227e-02,1.244966906905243739e-02,1.415128301036715913e-02,1.048314271956359185e-02,1.274375542658732346e-02,1.113294531143754068e-02,1.404308243891942871e-02,1.273430619108333398e-02,1.338423145557485552e-02,7.908426606891387489e-03,1.151366616065065303e-02,1.174315711228607860e-02,1.150378494708803254e-02,1.022378088579113491e-02,1.158612694726974743e-02,1.217257486263472778e-02,1.264732079163462253e-02,1.588847362521845358e-02,9.132146315430836672e-03,1.406729387757332632e-02,1.118708367856593305e-02,1.126181461738851898e-02,1.614849858208167177e-02,1.826745561094530318e-02,1.258896367795458472e-02,1.372616195250956142e-02,1.255565148090403982e-02,9.242289837211852682e-03,1.035809191463997990e-02,1.699730566594237491e-02,1.506610002674963790e-02,1.107983837040252273e-02,1.525509926819448338e-02,1.194353604326040506e-02,1.029529970923831472e-02,1.148993784812014918e-02,1.139742273281010854e-02,1.467499404693398644e-02,1.420034965523985990e-02,1.485193872766838938e-02,1.899844770006185388e-02,1.347438910769185698e-02,9.783298467598270168e-03,1.434995996991529112e-02,1.282486978962012192e-02,1.580008164344375715e-02,1.311744705204832481e-02,1.322635618415837072e-02,1.307453437771636043e-02,1.172558097098339198e-02,7.939497089672193503e-03,1.439754570168908995e-02,1.406127687588710519e-02,1.335729423842817176e-02,1.249430010947435998e-02,9.699980961084634160e-03,1.054428540087620075e-02,1.069428777475217238e-02,1.438562081787433077e-02,1.619667703028291467e-02,1.064149547278394302e-02,1.509255225926994272e-02,1.049335914498682708e-02,1.304222592647287515e-02,1.339535448333187273e-02,1.225112903623842842e-02
2.944000000000000000e+03,1.432340816521100214e-02,1.711928538302910988e-02,1.780970398990951511e-02,1.248279050615343569e-02,1.171255462916173835e-02,1.306385087942898635e-02,9.603386624531830978e-03,9.989020857976831438e-03,1.379289405093687103e-02,1.481092552808825104e-02,1.305812222046765989e-02,1.089906312317164873e-02,1.417616785742229109e-02,1.244966275551898094e-02,1.415128554788734443e-02,1.048314320816372790e-02,1.274376024327924725e-02,1.113294126470180598e-02,1.404308815345620479e-02,1.273430019618769504e-02,1.338423189090387315e-02,7.908432159221987987e-03,1.151366776882282138e-02,1.174315844769258793e-02,1.150378949584097109e-02,1.022378595821078588e-02,1.158612971116896283e-02,1.217257254182867350e-02,1.264732770695205406e-02,1.588846229359443599e-02,9.132146132951468251e-03,1.406728718695489377e-02,1.118707935880545665e-02,1.126181420845220882e-02,1.614850090030853225e-02,1.826743695971775466e-02,1.258895901142713034e-02,1.372615791933689058e-02,1.255564203520762208e-02,9.242301042594987942e-03,1.035808963042291614e-02,1.699730287639284257e-02,1.506610418593324653e-02,1.107983451893451883e-02,1.525510407576136269e-02,1.194352944676869976e-02,1.029530507942790288e-02,1.148994633142285011e-02,1.139742401519892867e-02,1.467498914435813422e-02,1.420033558458498775e-02,1.485194380215358601e-02,1.899843733244580349e-02,1.347438944672507341e-02,9.783292756968434839e-03,1.434997104459052007e-02,1.282487381263627303e-02,1.580007672228264659e-02,1.311744400661329045e-02,1.322636541635398462e-02,1.307454046184790795e-02,1.172558625932294644e-02,7.939487354400656671e-03,1.439755393581260319e-02,1.406127943555572982e-02,1.335729070764518460e-02,1.249430931720893131e-02,9.699979763857450449e-03,1.054429101982003181e-02,1.069428294886956392e-02,1.438561196441458592e-02,1.619668383435508840e-02,1.064150180929060441e-02,1.509254768622556031e-02,1.049335761345023162e-02,1.304222719298052564e-02,1.339534650257348351e-02,1.225112504771452664e-02
2.945000000000000000e+03,1.432340960653442907e-02,1.711928279955293036e-02,1.780970775716053667e-02,1.248278588929626481e-02,1.171254699261155448e-02,1.306385229024628267e-02,9.603390419021921171e-03,9.989020839517040451e-03,1.379289415018099610e-02,1.481092142522369599e-02,1.305812031408041737e-02,1.089906182829518226e-02,1.417616403776631416e-02,1.244966706917115598e-02,1.415128373521299873e-02,1.048314292236225513e-02,1.274375693847419264e-02,1.113294405578349466e-02,1.404308411577205942e-02,1.273430438996338808e-02,1.338423156466460491e-02,7.908428370898133719e-03,1.151366669457893309e-02,1.174315751933664026e-02,1.150378629253862375e-02,1.022378245853401528e-02,1.158612782126366980e-02,1.217257417955385813e-02,1.264732285088277473e-02,1.588847012329856062e-02,9.132146269167870992e-03,1.406729182465321810e-02,1.118708240106405793e-02,1.126181448944481994e-02,1.614849927920952374e-02,1.826744992425649583e-02,1.258896224959173832e-02,1.372616063011729629e-02,1.255564858798868290e-02,9.242293271349831876e-03,1.035809114626433901e-02,1.699730478767650169e-02,1.506610129475153062e-02,1.107983718416304282e-02,1.525510069439815937e-02,1.194353405038486339e-02,1.029530135710386360e-02,1.148994040782755528e-02,1.139742315122276375e-02,1.467499255167598396e-02,1.420034540063378967e-02,1.485194023577548691e-02,1.899844459010114825e-02,1.347438925871312192e-02,9.783296703918906156e-03,1.434996337073187259e-02,1.282487104329276852e-02,1.580008009165942418e-02,1.311744607444253856e-02,1.322635898012261557e-02,1.307453619167485599e-02,1.172558261545952711e-02,7.939494197294094321e-03,1.439754822846767320e-02,1.406127762491661895e-02,1.335729313450672272e-02,1.249430286446384479e-02,9.699980587133356230e-03,1.054428708281213850e-02,1.069428626995244137e-02,1.438561813636053677e-02,1.619667909919166385e-02,1.064149738291214273e-02,1.509255088930318810e-02,1.049335871674432139e-02,1.304222629920956215e-02,1.339535200337303028e-02,1.225112792274354531e-02
2.946000000000000000e+03,1.388685005093222985e-02,1.740120035189639258e-02,1.746464070762330373e-02,1.300651885530332980e-02,1.165672002718762257e-02,1.406567308160312085e-02,9.004872481261506911e-03,9.572157554702313137e-03,1.430975021539587777e-02,1.548499950404345037e-02,1.245217256462331432e-02,1.066508421881910348e-02,1.455222800977141323e-02,1.206857292348447429e-02,1.389207424145619263e-02,1.200096085657639290e-02,1.277807793324097115e-02,1.144263898089416254e-02,1.347263294831670816e-02,1.216924138926207648e-02,1.379789651557008189e-02,8.068154799014664452e-03,1.111687565975814050e-02,1.123140066798898606e-02,1.093566023606959252e-02,1.005344069421076902e-02,1.130248544598728803e-02,1.252375730574518953e-02,1.258540662106707488e-02,1.560195197954455763e-02,9.202920372671763091e-03,1.472352310340672640e-02,1.124458562411772243e-02,1.167003539263055008e-02,1.574734972387623749e-02,1.840997427738658154e-02,1.237532686930326725e-02,1.356499682858730051e-02,1.308497387414762035e-02,8.866929582118437611e-03,1.062501174869115092e-02,1.679304150603997195e-02,1.562661089380824875e-02,1.125917531928124181e-02,1.531829260618101582e-02,1.190355129743342344e-02,1.072822998450763399e-02,1.201751338970885596e-02,1.170201480303894974e-02,1.523685327611363702e-02,1.434317087291734315e-02,1.518117693933891156e-02,1.855103223369740720e-02,1.371527677109896093e-02,1.021237562306756899e-02,1.401037224890277523e-02,1.260412075458783830e-02,1.540958130572074591e-02,1.300335955601856705e-02,1.275690948602537303e-02,1.343299232145602796e-02,1.208680146710400423e-02,8.621709684493794948e-03,1.417541668636154370e-02,1.394002359621717736e-02,1.250339823806156068e-02,1.233584647345986954e-02,9.934809934976921580e-03,1.058050940205598062e-02,1.027306791753624347e-02,1.424023855135886016e-02,1.536862845986804865e-02,1.065656055183903869e-02,1.503829285919550812e-02,9.959458629994344045e-03,1.286456572223153294e-02,1.304482372092015917e-02,1.249047269709302639e-02
2.947000000000000000e+03,1.432341467156396375e-02,1.711927350186411012e-02,1.780972110857000426e-02,1.248276925468053827e-02,1.171251941096557517e-02,1.306385705758711727e-02,9.603404266910732512e-03,9.989020875754291498e-03,1.379289405328366393e-02,1.481090664168337699e-02,1.305811341609597331e-02,1.089905742390595393e-02,1.417614995111123738e-02,1.244968276796849099e-02,1.415127754556873459e-02,1.048314165358997345e-02,1.274374489278698973e-02,1.113295425753227028e-02,1.404306997107317677e-02,1.273431912151992522e-02,1.338423056104911038e-02,7.908414472647399412e-03,1.151366273110049875e-02,1.174315428316841277e-02,1.150377501652333559e-02,1.022376985180552776e-02,1.158612087473447766e-02,1.217257985052861390e-02,1.264730576677952981e-02,1.588849840967926363e-02,9.132146670531075816e-03,1.406730842372119240e-02,1.118709306349365516e-02,1.126181549360986967e-02,1.614849350898453148e-02,1.826749642427459575e-02,1.258897389978902090e-02,1.372617076526602350e-02,1.255567216045763192e-02,9.242265372132759879e-03,1.035809695267734219e-02,1.699731182041186450e-02,1.506609086441448690e-02,1.107984682803296941e-02,1.525508886921062533e-02,1.194355046193838581e-02,1.029528794080749807e-02,1.148991932692556769e-02,1.139741989446061386e-02,1.467500478506912620e-02,1.420038038649533430e-02,1.485192768389678904e-02,1.899847039734734247e-02,1.347438834331443624e-02,9.783310923896943248e-03,1.434993577555833746e-02,1.282486101848791422e-02,1.580009233329131638e-02,1.311745370630235628e-02,1.322633595266316936e-02,1.307452113067277336e-02,1.172556931105197750e-02,7.939518264112694831e-03,1.439752764737729437e-02,1.406127122252982808e-02,1.335730202427474513e-02,1.249428003749762303e-02,9.699983631132941611e-03,1.054427307399912091e-02,1.069429836711571422e-02,1.438564007002146941e-02,1.619666218566769705e-02,1.064148167071929732e-02,1.509256235050542017e-02,1.049336243213054055e-02,1.304222315607115983e-02,1.339537200244029537e-02,1.225113771318439744e-02
2.948000000000000000e+03,1.432340740272141678e-02,1.711928684189693503e-02,1.780970201952709886e-02,1.248279300347098636e-02,1.171255883475363739e-02,1.306385018873693245e-02,9.603384499687221687e-03,9.989020877586220204e-03,1.379289412288682223e-02,1.481092772660791076e-02,1.305812326664767750e-02,1.089906378841673171e-02,1.417617001040765400e-02,1.244966036059710034e-02,1.415128643996244225e-02,1.048314345831531658e-02,1.274376207960174756e-02,1.113293972737955731e-02,1.404309025977493013e-02,1.273429801780038076e-02,1.338423208583368676e-02,7.908434306595294935e-03,1.151366835289308749e-02,1.174315890932281156e-02,1.150379116961494294e-02,1.022378793559365444e-02,1.158613082698765027e-02,1.217257168171137147e-02,1.264733021775619852e-02,1.588845800746236173e-02,9.132146089455875707e-03,1.406728463257223873e-02,1.118707775977242219e-02,1.126181404428551816e-02,1.614850181260172116e-02,1.826742990930376592e-02,1.258895721766771850e-02,1.372615639082032900e-02,1.255563845513040303e-02,9.242305253676971061e-03,1.035808868319315276e-02,1.699730180342493707e-02,1.506610574412113081e-02,1.107983305499936864e-02,1.525510578501096566e-02,1.194352702329261849e-02,1.029530714042622107e-02,1.148994947885582756e-02,1.139742451950259694e-02,1.467498730865907097e-02,1.420033030361147683e-02,1.485194563483995846e-02,1.899843348529318965e-02,1.347438961417516887e-02,9.783290617805558489e-03,1.434997524474246854e-02,1.282487535664094194e-02,1.580007487902258811e-02,1.311744278633912748e-02,1.322636887032339371e-02,1.307454268760929045e-02,1.172558825995475423e-02,7.939483762767379424e-03,1.439755702699867246e-02,1.406128040247128785e-02,1.335728937666995873e-02,1.249431271710936368e-02,9.699979303135498540e-03,1.054429309565530458e-02,1.069428108739565141e-02,1.438560863687583270e-02,1.619668636792105654e-02,1.064150413777704973e-02,1.509254595560643487e-02,1.049335704870463758e-02,1.304222766400482507e-02,1.339534348422644940e-02,1.225112366500017737e-02
2.949000000000000000e+03,1.432340512883804352e-02,1.711929084840995222e-02,1.780969618615648245e-02,1.248280025394068321e-02,1.171257079099468322e-02,1.306384805973578866e-02,9.603378570160258504e-03,9.989020824714606867e-03,1.379289412571396527e-02,1.481093419427323768e-02,1.305812622369624879e-02,1.089906567386595033e-02,1.417617604353269348e-02,1.244965352779256462e-02,1.415128917507430147e-02,1.048314398760602159e-02,1.274376731229808282e-02,1.113293530696025067e-02,1.404309637065907085e-02,1.273429157925618643e-02,1.338423257923669445e-02,7.908440291760261004e-03,1.151367006763294627e-02,1.174316034839813401e-02,1.150379603851356576e-02,1.022379342493070359e-02,1.158613386762064219e-02,1.217256920870963405e-02,1.264733764095635551e-02,1.588844565289921143e-02,9.132145926541013550e-03,1.406727741257501017e-02,1.118707312886162326e-02,1.126181365341503114e-02,1.614850426860017785e-02,1.826740968533110271e-02,1.258895220384479742e-02,1.372615197003858138e-02,1.255562836972098743e-02,9.242317393864035030e-03,1.035808618329662860e-02,1.699729868604565181e-02,1.506611034842007986e-02,1.107982885131919906e-02,1.525511102165609187e-02,1.194351998083495979e-02,1.029531295595886853e-02,1.148995870789889726e-02,1.139742603448399769e-02,1.467498194497147274e-02,1.420031510025857903e-02,1.485195115501830934e-02,1.899842232127860533e-02,1.347438999302376893e-02,9.783284473486185753e-03,1.434998716470443567e-02,1.282487964991776801e-02,1.580006951423269107e-02,1.311743951443694600e-02,1.322637890953248622e-02,1.307454922198111706e-02,1.172559402083722842e-02,7.939473377845529881e-03,1.439756589818556171e-02,1.406128319550858236e-02,1.335728549039020586e-02,1.249432261939285686e-02,9.699978050962052012e-03,1.054429921993275954e-02,1.069427582736332330e-02,1.438559910686684762e-02,1.619669368528676295e-02,1.064151097820576972e-02,1.509254101074927225e-02,1.049335539131923331e-02,1.304222901545950587e-02,1.339533472853917176e-02,1.225111933326908202e-02
2.950000000000000000e+03,1.432340520057837595e-02,1.711929081435612301e-02,1.780969638755794393e-02,1.248280015856267910e-02,1.171257062793187344e-02,1.306384819521664263e-02,9.603378532574678023e-03,9.989020916099823968e-03,1.379289419200924703e-02,1.481093404213079667e-02,1.305812609828508816e-02,1.089906564699888100e-02,1.417617596381451350e-02,1.244965355268098060e-02,1.415128909180921740e-02,1.048314407692208135e-02,1.274376722392155797e-02,1.113293539790803643e-02,1.404309620546744138e-02,1.273429172433623510e-02,1.338423255296847941e-02,7.908440264093393943e-03,1.151367008894390101e-02,1.174316025539113954e-02,1.150379592806459461e-02,1.022379335295765801e-02,1.158613381707393128e-02,1.217256928294714949e-02,1.264733743411017297e-02,1.588844590807503288e-02,9.132145935369151424e-03,1.406727750994514296e-02,1.118707320055978456e-02,1.126181365578132407e-02,1.614850426234077166e-02,1.826741017809536266e-02,1.258895225979383276e-02,1.372615203150607914e-02,1.255562850652456458e-02,9.242317148130785309e-03,1.035808620085981388e-02,1.699729880213400948e-02,1.506611012394911894e-02,1.107982894791265278e-02,1.525511080727222184e-02,1.194352009660403467e-02,1.029531283323682246e-02,1.148995843411684120e-02,1.139742595370993143e-02,1.467498214500265186e-02,1.420031541741211337e-02,1.485195094042815467e-02,1.899842262008474836e-02,1.347439004408736672e-02,9.783284552178523122e-03,1.434998700680503204e-02,1.282487966571977875e-02,1.580006957722352237e-02,1.311743953965401922e-02,1.322637860695789584e-02,1.307454912393140288e-02,1.172559386657416429e-02,7.939473564400251204e-03,1.439756575963688397e-02,1.406128311152310580e-02,1.335728560697969566e-02,1.249432243026748351e-02,9.699978031019620625e-03,1.054429898780089719e-02,1.069427596034694568e-02,1.438559926886000435e-02,1.619669351773092916e-02,1.064151075669288703e-02,1.509254116022230516e-02,1.049335542805375499e-02,1.304222897550987373e-02,1.339533496781955720e-02,1.225111954544659022e-02
