Unnamed: 0.1,Unnamed: 0,INDICATOR,virus_total_mal_count,virus_total_sus_count,VT_SCORE,GN_IP_SRC,count,unique_IP_count,most_recent_hit_date,CERT,CERT_COUNT,CERT_VALID_DAYS,NUM_ACTIVE_CERTS,NUM_EXPIRED_CERTS,CERT_SHARED_DOMAINS,CERT_AUTHORITY,RECORD_DNS_A,RECORD_DNS_MX,RECORD_DNS_NS,RECORD_DNS_AAAA,RECORD_DNS_SOA,RECORD_DNS_TXT,WHOIS_REGISTRAR,WHOIS_CC,WHOIS_CREATION_DATE,WHOIS_DOMAIN_AGE,xstream_scores,iforest_scores,lof_scores,ocsvm_scores
10,10,effortunia.rapidesoin.com,0,0,0,"['IP92', 'IP93', 'IP94', 'IP95', 'IP96', 'IP97', 'IP98', 'IP99', 'IP100', 'IP101', 'IP102', 'IP103', 'IP104', 'IP105', 'IP106', 'IP107', 'IP108']",55,17,1/30/2022,[],0,0,0,0,[],,"['104.21.86.18', '172.67.214.12']",[],[],"['2606:4700:3033::ac43:d60c', '2606:4700:3036::6815:5612']",[],,"GMO INTERNET, INC.",SG,1/25/2022 4:36,6.0,-9.267254283216339,0.002251012979408995,1.011330024817436,-0.0012444439009491326
11,11,namebrandbagco.com,0,0,0,['IP109'],26,1,1/28/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpanel.namebrandbagco.com', 'name_value': 'autodiscover.namebrandbagco.com\ncpanel.namebrandbagco.com\ncpcalendars.namebrandbagco.com\ncpcontacts.namebrandbagco.com\nmail.namebrandbagco.com\nnamebrandbagco.com\nwebdisk.namebrandbagco.com\nwebmail.namebrandbagco.com\nwww.namebrandbagco.com', 'id': 6041295812, 'entry_timestamp': '2022-01-24T18:45:03.439', 'not_before': '2022-01-24T17:45:03', 'not_after': '2022-04-24T17:45:02', 'serial_number': '03480dc3d3d4cbd142be180451df6c734a1f'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpanel.namebrandbagco.com', 'name_value': 'autodiscover.namebrandbagco.com\ncpanel.namebrandbagco.com\ncpcalendars.namebrandbagco.com\ncpcontacts.namebrandbagco.com\nmail.namebrandbagco.com\nnamebrandbagco.com\nwebdisk.namebrandbagco.com\nwebmail.namebrandbagco.com\nwww.namebrandbagco.com', 'id': 6041296094, 'entry_timestamp': '2022-01-24T18:45:03.314', 'not_before': '2022-01-24T17:45:03', 'not_after': '2022-04-24T17:45:02', 'serial_number': '03480dc3d3d4cbd142be180451df6c734a1f'}]""",2,90,2,0,[],Let's Encrypt,['50.87.248.32'],['mail.namebrandbagco.com'],"['ns1.bluehost.com', 'ns2.bluehost.com']",[],['ns1.bluehost.com'],"""namebrandbagco.com. 7199 IN TXT """"v=spf1 a mx include:websitewelcome.com ~all""""""",FastDomain Inc.,US,1/24/2022 16:49,6.0,-8.279130764005188,-0.026316694185018252,1.107436179355015,-0.39441982837618506
12,12,rindu.websitesiseo.org,0,0,0,"['IP64', 'IP72']",5,2,1/28/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'ataf-linea.it', 'name_value': 'rindu.websitesiseo.org', 'id': 6070938538, 'entry_timestamp': '2022-01-28T03:46:18.533', 'not_before': '2022-01-28T02:46:18', 'not_after': '2022-04-28T02:46:17', 'serial_number': '035bffd8b078c4ab6fe07cf1bc6d1cd192ce'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'ataf-linea.it', 'name_value': 'rindu.websitesiseo.org', 'id': 6061206235, 'entry_timestamp': '2022-01-28T03:46:17.844', 'not_before': '2022-01-28T02:46:18', 'not_after': '2022-04-28T02:46:17', 'serial_number': '035bffd8b078c4ab6fe07cf1bc6d1cd192ce'}]""",2,90,2,0,['ataf-linea.it'],Let's Encrypt,"['172.67.208.152', '104.21.58.218']",[],[],"['2606:4700:3037::ac43:d098', '2606:4700:3035::6815:3ada']",[],,"COSMOTOWN, INC.",US,1/27/2022 1:26,4.0,-9.284927273576091,-0.024088811499517804,1.0271986108502729,-0.5810457187836708
13,13,view-assignment.com,0,0,0,['IP110'],6,1,1/28/2022,"[{'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'view-assignment.com', 'name_value': 'view-assignment.com\nwww.view-assignment.com', 'id': 6062807004, 'entry_timestamp': '2022-01-28T10:57:30.525', 'not_before': '2022-01-28T00:00:00', 'not_after': '2023-01-28T23:59:59', 'serial_number': '561f161dc6cb4de322f864b365271cfc'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'view-assignment.com', 'name_value': 'view-assignment.com\nwww.view-assignment.com', 'id': 6062806944, 'entry_timestamp': '2022-01-28T10:57:29.455', 'not_before': '2022-01-28T00:00:00', 'not_after': '2023-01-28T23:59:59', 'serial_number': '561f161dc6cb4de322f864b365271cfc'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'view-assignment.com', 'name_value': 'view-assignment.com\nwww.view-assignment.com', 'id': 6062806971, 'entry_timestamp': '2022-01-28T10:57:23.963', 'not_before': '2022-01-28T00:00:00', 'not_after': '2023-01-28T23:59:59', 'serial_number': '00a74d167491744572eaed83985d9c0296'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'view-assignment.com', 'name_value': 'view-assignment.com\nwww.view-assignment.com', 'id': 6062806914, 'entry_timestamp': '2022-01-28T10:57:23.422', 'not_before': '2022-01-28T00:00:00', 'not_after': '2023-01-28T23:59:59', 'serial_number': '00a74d167491744572eaed83985d9c0296'}]",4,365,4,0,[],Sectigo Limited,['192.64.118.78'],"['mx3-hosting.jellyfish.systems', 'mx2-hosting.jellyfish.systems', 'mx1-hosting.jellyfish.systems']","['dns1.namecheaphosting.com', 'dns2.namecheaphosting.com']",[],['dns1.namecheaphosting.com'],"""view-assignment.com. 1200 IN TXT """"v=spf1 +a +mx +ip4:192.64.118.74 +ip4:192.64.118.79 include:spf.web-hosting.com ~all""""""",NAMECHEAP INC,IS,1/28/2022 10:50,3.0,-9.275286555787126,0.0040908234383743025,1.150374301378235,-0.3142694149353704
14,14,www.neemalynns.com,0,0,0,['IP111'],10,1,1/28/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'neemalynns.com', 'name_value': 'www.neemalynns.com', 'id': 6030770916, 'entry_timestamp': '2022-01-23T00:02:51.147', 'not_before': '2022-01-22T23:02:50', 'not_after': '2022-04-22T23:02:49', 'serial_number': '03b8713e490af18493ac0f30ddc98bc3eb84'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'neemalynns.com', 'name_value': 'www.neemalynns.com', 'id': 6030747735, 'entry_timestamp': '2022-01-23T00:02:50.562', 'not_before': '2022-01-22T23:02:50', 'not_after': '2022-04-22T23:02:49', 'serial_number': '03b8713e490af18493ac0f30ddc98bc3eb84'}]""",2,90,2,0,[],Let's Encrypt,['54.184.58.211'],[],[],[],[],,Wix.com Ltd.,,1/23/2022 0:00,8.0,-9.456692827792866,-0.04191880491836503,1.0047838327838954,-0.38446722887179385
15,15,7lylinked.com,0,0,0,"['IP112', 'IP113', 'IP114', 'IP0', 'IP65', 'IP115']",15,6,1/31/2022,"[{'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': '7lylinked.com', 'name_value': '7lylinked.com\nwww.7lylinked.com', 'id': 6045672295, 'entry_timestamp': '2022-01-25T11:23:44.21', 'not_before': '2022-01-25T00:00:00', 'not_after': '2023-01-25T23:59:59', 'serial_number': '00c9ca3ce536ca39e6829f50dd7232d579'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': '7lylinked.com', 'name_value': '7lylinked.com\nwww.7lylinked.com', 'id': 6045672290, 'entry_timestamp': '2022-01-25T11:23:43.739', 'not_before': '2022-01-25T00:00:00', 'not_after': '2023-01-25T23:59:59', 'serial_number': '00c9ca3ce536ca39e6829f50dd7232d579'}]",2,365,2,0,[],Sectigo Limited,['23.82.9.96'],[],"['ns4.dnsmadeeasy.com', 'ns3.dnsmadeeasy.com', 'ns1.dnsmadeeasy.com', 'ns2.dnsmadeeasy.com', 'ns0.dnsmadeeasy.com']",[],['ns0.dnsmadeeasy.com'],,NAMECHEAP INC,IS,1/25/2022 11:03,6.0,-8.886514464882763,-0.0024751650995591956,1.1786363880729847,-0.00013201630162029687
16,16,ftfguns.com,0,0,0,"['IP116', 'IP117', 'IP118', 'IP119', 'IP120', 'IP121', 'IP122']",42,7,2/3/2022,"""[{'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'host.ftfguns.com', 'name_value': 'host.ftfguns.com', 'id': 5931344185, 'entry_timestamp': '2022-01-07T04:38:56.266', 'not_before': '2022-01-07T00:00:00', 'not_after': '2022-04-07T23:59:59', 'serial_number': '08e957139a9538a75faca554a018639c'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'host.ftfguns.com', 'name_value': 'host.ftfguns.com', 'id': 5931343796, 'entry_timestamp': '2022-01-07T04:38:54.776', 'not_before': '2022-01-07T00:00:00', 'not_after': '2022-04-07T23:59:59', 'serial_number': '08e957139a9538a75faca554a018639c'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 4667111450, 'entry_timestamp': '2021-06-08T12:04:01.861', 'not_before': '2021-06-08T00:00:00', 'not_after': '2022-06-24T23:59:59', 'serial_number': '00aa2fa0dd6696d07105613c0eae9bda81'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 4667110946, 'entry_timestamp': '2021-06-08T12:04:01.417', 'not_before': '2021-06-08T00:00:00', 'not_after': '2022-06-24T23:59:59', 'serial_number': '00aa2fa0dd6696d07105613c0eae9bda81'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 2925111240, 'entry_timestamp': '2020-06-09T02:55:45.926', 'not_before': '2020-06-09T00:00:00', 'not_after': '2021-06-24T23:59:59', 'serial_number': '00e4d38559c31c4d29c9240afe067173d4'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 2925111245, 'entry_timestamp': '2020-06-09T02:55:45.607', 'not_before': '2020-06-09T00:00:00', 'not_after': '2021-06-24T23:59:59', 'serial_number': '00e4d38559c31c4d29c9240afe067173d4'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 1611488285, 'entry_timestamp': '2019-06-25T03:36:03.095', 'not_before': '2019-06-25T00:00:00', 'not_after': '2020-06-24T23:59:59', 'serial_number': '00fddedd5e917e8683f63cb3cb7b46fc8d'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 1611488340, 'entry_timestamp': '2019-06-25T03:35:42.461', 'not_before': '2019-06-25T00:00:00', 'not_after': '2020-06-24T23:59:59', 'serial_number': '00fddedd5e917e8683f63cb3cb7b46fc8d'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 1604839004, 'entry_timestamp': '2019-06-23T02:11:37.217', 'not_before': '2019-06-23T00:00:00', 'not_after': '2019-09-21T23:59:59', 'serial_number': '429a88e90f3e671c6c6bd8c836a45569'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 1604837619, 'entry_timestamp': '2019-06-23T02:11:18.411', 'not_before': '2019-06-23T00:00:00', 'not_after': '2019-09-21T23:59:59', 'serial_number': '429a88e90f3e671c6c6bd8c836a45569'}, {'issuer_ca_id': 1455, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 485253432, 'entry_timestamp': '2018-05-25T17:25:24.599', 'not_before': '2018-05-25T00:00:00', 'not_after': '2019-06-22T23:59:59', 'serial_number': '0089cd8b628ba19f104f5ee27f2c4cc217'}, {'issuer_ca_id': 1455, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 485253359, 'entry_timestamp': '2018-05-25T17:24:51.731', 'not_before': '2018-05-25T00:00:00', 'not_after': '2019-06-22T23:59:59', 'serial_number': '0089cd8b628ba19f104f5ee27f2c4cc217'}, {'issuer_ca_id': 1455, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 129413892, 'entry_timestamp': '2017-04-26T18:39:28.266', 'not_before': '2017-04-24T00:00:00', 'not_after': '2018-05-23T23:59:59', 'serial_number': '00a882e37671122f7f8ae127ffda23eabb'}, {'issuer_ca_id': 87, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=PositiveSSL CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 35978875, 'entry_timestamp': '2016-09-27T17:17:18.439', 'not_before': '2011-03-24T00:00:00', 'not_after': '2012-03-23T23:59:59', 'serial_number': '00f2fd07bec30cdd37c70932cda24b52aa'}, {'issuer_ca_id': 1455, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 16493104, 'entry_timestamp': '2016-04-11T12:13:52.952', 'not_before': '2016-04-09T00:00:00', 'not_after': '2017-04-23T23:59:59', 'serial_number': '00fd87535f40ab44ffac949da226a122b4'}, {'issuer_ca_id': 35, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO SSL CA', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 3691060, 'entry_timestamp': '2014-03-27T14:21:15.658', 'not_before': '2014-03-25T00:00:00', 'not_after': '2016-03-24T23:59:59', 'serial_number': '00d8b0789b74ee40c9446cf8565ca687a1'}, {'issuer_ca_id': 2, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=PositiveSSL CA 2', 'common_name': 'ftfguns.com', 'name_value': 'ftfguns.com\nwww.ftfguns.com', 'id': 683561, 'entry_timestamp': '2013-03-26T12:27:43.828', 'not_before': '2012-03-24T00:00:00', 'not_after': '2014-03-24T23:59:59', 'serial_number': '009e862038b8138ad1db259b360b726dae'}]""",17,90,4,13,[],"cPanel, Inc. Certification Authority",['64.91.252.207'],['ftfguns.com'],"['ns1.liquidweb.com', 'ns.liquidweb.com']",[],['ns.liquidweb.com'],"""ftfguns.com. 300 IN TXT """"v=spf1 +mx +a +ip4:64.91.246.71 ~all""""""","TUCOWS, INC.",US,1/25/2008 20:08,5119.0,-7.937168120494593,0.0029606594000234354,1.2464967715394217,-0.2843989929458002
17,17,futec.co.th,0,0,0,['IP123'],8,1,1/31/2022,[],0,0,0,0,[],,['203.155.35.131'],"['mgw1.ksc.co.th', 'mgw2.ksc.co.th']","['ns1.ksc.net', 'ns2.ksc.net', 'ns-v6.ksc.net']",[],['ns1.ksc.net'],"""futec.co.th. 21233 IN TXT """"v=spf1"""" """"include:spf.ksc.net"""" """"~all""""""",THNIC,,,,-8.58653932185553,-0.029032741015947328,1.3186947682819468,-0.11306297934198906
18,18,www.mypostalupdate.co,0,0,0,"['IP124', 'IP125', 'IP12']",5,3,1/31/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'mypostalupdate.co', 'name_value': 'www.mypostalupdate.co', 'id': 6046134062, 'entry_timestamp': '2022-01-25T13:09:45.419', 'not_before': '2022-01-25T12:09:45', 'not_after': '2022-04-25T12:09:44', 'serial_number': '03f390e4f9b8aeb30fd72b3536a662dbf8ca'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'mypostalupdate.co', 'name_value': 'www.mypostalupdate.co', 'id': 6046130406, 'entry_timestamp': '2022-01-25T13:09:45.2', 'not_before': '2022-01-25T12:09:45', 'not_after': '2022-04-25T12:09:44', 'serial_number': '03f390e4f9b8aeb30fd72b3536a662dbf8ca'}]""",2,90,2,0,[],Let's Encrypt,"['104.21.84.44', '172.67.186.61']",[],[],"['2606:4700:3033::ac43:ba3d', '2606:4700:3030::6815:542c']",[],,Key-Systems GmbH,NL,1/25/2022 12:39,5.0,-9.13648252480398,-0.04193367327238262,1.0504030354965614,0.00037002028006938303
19,19,www.namebrandbagco.com,0,0,0,['IP109'],66,1,1/28/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpanel.namebrandbagco.com', 'name_value': 'www.namebrandbagco.com', 'id': 6041295812, 'entry_timestamp': '2022-01-24T18:45:03.439', 'not_before': '2022-01-24T17:45:03', 'not_after': '2022-04-24T17:45:02', 'serial_number': '03480dc3d3d4cbd142be180451df6c734a1f'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'cpanel.namebrandbagco.com', 'name_value': 'www.namebrandbagco.com', 'id': 6041296094, 'entry_timestamp': '2022-01-24T18:45:03.314', 'not_before': '2022-01-24T17:45:03', 'not_after': '2022-04-24T17:45:02', 'serial_number': '03480dc3d3d4cbd142be180451df6c734a1f'}]""",2,90,2,0,[],Let's Encrypt,['50.87.248.32'],['mail.namebrandbagco.com'],"['ns2.bluehost.com', 'ns1.bluehost.com']",[],['ns1.bluehost.com'],www.namebrandbagco.com. 7186 IN CNAME namebrandbagco.com.,FastDomain Inc.,US,1/24/2022 16:49,6.0,-8.279130764005188,-0.020848861691896536,1.1074411096776107,-0.3944658315530951
