1.059000000000000000e+03,1.930138502569396508e-02,7.587539356078104591e-02,4.408088258477081689e-02,3.097630175039668005e-02,2.310784580197429439e-02,3.276380876022696315e-02
1.057000000000000000e+03,1.929552846251826256e-02,7.568473237054458569e-02,4.423090108427502748e-02,3.102223293472593235e-02,2.308392252852345047e-02,3.280307203049881437e-02
1.058000000000000000e+03,1.929552846251826256e-02,7.568473237054458569e-02,4.423090108427502748e-02,3.102223293472593235e-02,2.308392252852345047e-02,3.280307203049881437e-02
1.056000000000000000e+03,1.925607404749390267e-02,7.552224827023280851e-02,4.417924109288283441e-02,3.097974967106859392e-02,2.307305176621343365e-02,3.289469306864496734e-02
1.003000000000000000e+03,1.917730921304435301e-02,7.583649133140563103e-02,4.447376555453166208e-02,3.093841841135330090e-02,2.268244321200336630e-02,3.284167116817420656e-02
1.620000000000000000e+02,1.925563421236401590e-02,7.611162173152111188e-02,4.451727582779532039e-02,3.114344218181160431e-02,2.286696385789773606e-02,3.271083883772498563e-02
1.050000000000000000e+03,1.928804958119652649e-02,7.555265490098188319e-02,4.424075867045080407e-02,3.103350808546460199e-02,2.306664274088682937e-02,3.284085848337971875e-02
1.053000000000000000e+03,1.928804958119652996e-02,7.555265490098191095e-02,4.424075867045081101e-02,3.103350808546460199e-02,2.306664274088683284e-02,3.284085848337972569e-02
1.054000000000000000e+03,1.928804958119652649e-02,7.555265490098188319e-02,4.424075867045080407e-02,3.103350808546460199e-02,2.306664274088682937e-02,3.284085848337971875e-02
5.070000000000000000e+02,1.913572524680298703e-02,7.606632071204473544e-02,4.401405435918878672e-02,3.082380850666028085e-02,2.300050597933812890e-02,3.290501248438827686e-02
1.038000000000000000e+03,1.933002549001983789e-02,7.541823375506624683e-02,4.408191954020325432e-02,3.104024200064063599e-02,2.304866977577021969e-02,3.289551267429291492e-02
1.020000000000000000e+03,1.931390130132815477e-02,7.530460450079150270e-02,4.404160302998680332e-02,3.099512869054265804e-02,2.306449502832493351e-02,3.297009565852359464e-02
1.009000000000000000e+03,1.917446491207680515e-02,7.563934088970104830e-02,4.439254795433358186e-02,3.097383126951073692e-02,2.275754013858193731e-02,3.295204446083811051e-02
1.055000000000000000e+03,1.928804958119652649e-02,7.555265490098188319e-02,4.424075867045080407e-02,3.103350808546460199e-02,2.306664274088682937e-02,3.284085848337971875e-02
2.260000000000000000e+02,1.937149045053678659e-02,7.587522330889184818e-02,4.430379208405911540e-02,3.106114520191193690e-02,3.599167240766441150e-02,3.274842738114427942e-02
1.052000000000000000e+03,1.930972251179974633e-02,7.586136056282290208e-02,4.408369950735366999e-02,3.096932608907893361e-02,3.590589942140350738e-02,3.275970716451186843e-02
1.033000000000000000e+03,1.933002549001983789e-02,7.541823375506624683e-02,4.408191954020325432e-02,3.104024200064063599e-02,2.304866977577021969e-02,4.888621879052089392e-02
1.051000000000000000e+03,1.932370986169032467e-02,7.609470526365746945e-02,4.471437571492142132e-02,3.118005388885506865e-02,3.604371899418865738e-02,3.268292191513239020e-02
9.030000000000000000e+02,1.924014662830657654e-02,7.601929131093662639e-02,4.482155734519618906e-02,3.121509303816127207e-02,2.255955746351786737e-02,4.860999542691109981e-02
1.022000000000000000e+03,1.924102692956448230e-02,7.540875934227081467e-02,4.414075422534785575e-02,3.102084735294073636e-02,2.302884755747206316e-02,4.892955106067818638e-02
1.036000000000000000e+03,1.932025749096932463e-02,7.531287026880051361e-02,4.399284207009123565e-02,3.098880911004482652e-02,3.594968470298894742e-02,3.297300189144633520e-02
1.030000000000000000e+03,1.932919157620121772e-02,7.532448840483306485e-02,4.392430500680513661e-02,3.097992648161733073e-02,3.589359156220618685e-02,3.297708681246055984e-02
1.027000000000000000e+03,1.937395041425790318e-02,7.531169062591550056e-02,4.405515418798184452e-02,3.097731558972643615e-02,3.591929748019989654e-02,3.295985918996400393e-02
1.024000000000000000e+03,1.924102692956448230e-02,7.540875934227081467e-02,4.414075422534785575e-02,3.102084735294074330e-02,3.589395100543989886e-02,3.292356267684973942e-02
1.034000000000000000e+03,1.924102692956448230e-02,7.540875934227081467e-02,4.414075422534785575e-02,3.102084735294073636e-02,2.302884755747206316e-02,4.892955106067818638e-02
1.065000000000000000e+03,1.882676907245588518e-02,7.630355278944575548e-02,4.346968362191852564e-02,3.006933220887252067e-02,3.633241768457413923e-02,3.342770314016925426e-02
1.025000000000000000e+03,1.932025749096932463e-02,7.531287026880051361e-02,4.399284207009123565e-02,3.098880911004482652e-02,2.303902510468121972e-02,4.891113809933214651e-02
1.035000000000000000e+03,1.934352627515331310e-02,7.591218258635665239e-02,4.433991653885208106e-02,3.107963204202372418e-02,3.597636182946133132e-02,3.272178030657434122e-02
1.029000000000000000e+03,1.934352627515331310e-02,7.591218258635665239e-02,4.433991653885208106e-02,3.107963204202372418e-02,2.307917967087365352e-02,4.880493137487930400e-02
8.980000000000000000e+02,1.918251551178488598e-02,7.580949254695379391e-02,4.426871242875941165e-02,3.103544874678186918e-02,2.290430772272551707e-02,4.864177791670740159e-02
1.021000000000000000e+03,1.924102692956448230e-02,7.540875934227081467e-02,4.414075422534785575e-02,3.102084735294073636e-02,2.302884755747206316e-02,4.892955106067819332e-02
4.420000000000000000e+02,1.921985101931706144e-02,7.611880281382643609e-02,4.462875512695531344e-02,3.107190268184214024e-02,3.621064597540904484e-02,3.282223672731731517e-02
1.028000000000000000e+03,1.928055362201474068e-02,7.545359181595849563e-02,4.418556622794077987e-02,3.105189779292293756e-02,2.304812857477658156e-02,4.887614982502361261e-02
1.360000000000000000e+02,1.932748661710238791e-02,7.593826540974428496e-02,4.459594950877553143e-02,3.129333273673856608e-02,3.570549332743686022e-02,3.244623396316063946e-02
1.026000000000000000e+03,1.928055362201474068e-02,7.545359181595849563e-02,4.418556622794077987e-02,3.105189779292293756e-02,3.589610250235417133e-02,3.286758796596721266e-02
1.010000000000000000e+03,1.918201547770475787e-02,7.566919660081902754e-02,4.440993247108568354e-02,3.098589993588155012e-02,3.604906310918496587e-02,3.290897093717097543e-02
1.037000000000000000e+03,1.928055362201474068e-02,7.545359181595849563e-02,4.418556622794077987e-02,3.105189779292293756e-02,2.304812857477658156e-02,4.887614982502361261e-02
1.032000000000000000e+03,1.928055362201474068e-02,7.545359181595849563e-02,4.418556622794077987e-02,3.105189779292293756e-02,3.589610250235417133e-02,3.286758796596721266e-02
1.041000000000000000e+03,1.933811574281533996e-02,7.573759333768599611e-02,4.419206468475478378e-02,3.107017363618607211e-02,2.307438381459727197e-02,4.883526918615839485e-02
